0	14560	970
1	7544	1077
2	8058	1859
3	8699	2899
4	8593	3906
5	7523	4513
6	7158	5567
7	6379	6379
8	5075	6525
9	4458	7430
10	3836	8439
11	3147	9442
12	2239	9705
13	1446	10125
14	735	11037
15	0	12025
