,Released,Movie,Genre,Budget,Revenue,Trailer,Year
14576,4/26/02 0:00,Rain,,,453517,,2002
14577,5/25/10 0:00,Rain Fall,Action,,0,,2010
14578,12/16/88 0:00,Rain Man,Comedy,25000000,172825435,,1988
14579,12/31/10 0:00,The Rain,Horror,,0,,2010
14580,1/1/92 0:00,Rain Without Thunder,,,5000,,1992
14581,11/15/85 0:00,Rainbow Brite and the Star Stealer,Adventure,,4889971,,1985
14582,12/31/10 0:00,Rainbow Six,Thriller/Suspense,,0,,2010
14583,3/23/10 0:00,Rainbow Valley Heroes: Gusher's Big Break,Instructional,,0,,2010
14584,3/23/10 0:00,Rainbow Valley Heroes: The Big Race,Instructional,,0,,2010
14585,11/21/97 0:00,The Rainmaker,Drama,40000000,45916769,,1997
14586,12/31/57 0:00,Raintree Country,,,0,,1957
14587,8/1/80 0:00,Raise the Titanic,,40000000,7000000,,1980
14588,10/8/04 0:00,Raise Your Voice,Drama,15000000,10411980,,2004
14589,3/13/87 0:00,Raising Arizona,Comedy,,22847000,,1987
14590,8/7/92 0:00,Raising Cain,Thriller/Suspense,11000000,21171695,,1992
14591,2/2/07 0:00,Raising Flagg,Comedy,,4109,,2007
14592,5/28/04 0:00,Raising Helen,Comedy,50000000,37485528,,2004
14593,8/6/13 0:00,Raising Izzie,Drama,,0,,2013
14594,8/20/99 0:00,Raising the Stakes,,,7092,,1999
14595,3/28/03 0:00,Raising Victor Vargas,Drama,800000,2073984,,2003
14596,3/26/04 0:00,Raja,,,13000,,2004
14597,6/4/10 0:00,Rajneeti,,,1514557,,2010
14598,12/29/00 0:00,Raju Chacha,,,194698,,2000
14599,12/31/08 0:00,Rak Sam Sao,,,0,,2008
14600,12/31/10 0:00,The Rally,Drama,,0,,2010
14601,3/1/02 0:00,Ram Dass,,,236103,,2002
14602,11/15/13 0:00,Ram-Leela,Drama,,0,,2013
14603,12/31/07 0:00,Ramanujan,Drama,20000000,0,,2007
14604,6/25/13 0:00,The Rambler,Black Comedy,,0,,2013
14605,9/20/91 0:00,Rambling Rose,Drama,,6266621,,1991
14606,1/25/08 0:00,Rambo,Action,47500000,42754105,,2008
14607,5/22/85 0:00,Rambo: First Blood Part II,Action,44000000,150415432,,1985
14608,5/25/88 0:00,Rambo III,Action,58000000,53715611,,1988
14609,12/31/11 0:00,Rambo V,,,0,,2011
14610,5/26/09 0:00,The Ramen Girl,Comedy,,0,,2009
14611,12/31/10 0:00,Rammbock: Berlin Undead,Horror,,0,,2010
14612,7/23/10 0:00,Ramona and Beezus,Comedy,15000000,26167002,Play,2010
14613,10/30/92 0:00,Rampage,,,796368,,1992
14614,3/9/10 0:00,Rampage: Killing Without Reason,Documentary,,0,,2010
14615,11/23/11 0:00,Rampart,Drama,,969239,Play,2011
14616,5/19/95 0:00,Rampo,Thriller/Suspense,,284613,,1995
14617,12/20/85 0:00,Ran,Drama,,2132974,,1985
14618,8/22/03 0:00,Rana's Wedding,,,9250,,2003
14619,7/15/11 0:00,Ranchero,Drama,,23449,,2011
14620,10/8/99 0:00,Random Hearts,Drama,64000000,31054924,,1999
14621,12/31/08 0:00,Les Randonneurs Ã  Saint-Tropez,Comedy,,0,,2008
14622,9/21/07 0:00,Randy and the Mob,Comedy,,45410,,2007
14623,1/27/06 0:00,Rang De Basanti,Drama,5300000,2197694,,2006
14624,3/2/12 0:00,Rang zidan fei,Comedy,,63012,,2012
14625,12/31/11 0:00,Ranger's Apprentice,,,0,,2011
14626,3/4/11 0:00,Rango,Adventure,135000000,123257581,Play,2011
14627,3/22/13 0:00,Rangrezz,Drama,,6108,,2013
14628,6/28/06 0:00,Rank,Documentary,,2485,,2006
14629,1/29/10 0:00,Rann,Drama,,165873,,2010
14630,11/8/96 0:00,Ransom,Action,70000000,136492681,,1996
14631,9/11/94 0:00,Rapa Nui,,20000000,305070,,1994
14632,9/22/00 0:00,Rape Me,,,13954,,2000
14633,12/31/07 0:00,The Rape of Europe,Documentary,,0,,2007
14634,3/17/06 0:00,Rape of the Soul,Documentary,,39975,,2006
14635,8/21/92 0:00,Rapid Fire,Action,,14356479,,1992
14636,5/10/85 0:00,Rappin',Drama,,2864844,,1985
14637,7/6/11 0:00,Rapt,Drama,,45759,,2011
14638,6/7/13 0:00,Rapture-Palooza,Black Comedy,,0,,2013
14639,12/3/10 0:00,Rare Exports: A Christmas Tale,Comedy,,236347,,2010
14640,4/6/12 0:00,Rascal Flatts - CHANGED,Concert/Performance,,0,,2012
14641,10/7/11 0:00,Rascals,,,261156,,2011
14642,12/26/51 0:00,Rashomon,Drama,,96568,,1951
14643,9/24/04 0:00,The Raspberry Reich,Comedy,,31211,,2004
14644,8/17/01 0:00,Rat Race,Comedy,48000000,56607223,,2001
14645,4/20/01 0:00,The Rat,Comedy,,2501,,2001
14646,6/29/07 0:00,Ratatouille,Comedy,150000000,206445654,,2007
14647,10/13/00 0:00,Ratcatcher,,,216781,,2000
14648,3/20/98 0:00,Die Story von Monty Spinnerratz,,,33768,,1998
14649,2/3/11 0:00,Der RÃ_uber,Drama,,83259,,2011
14650,10/14/97 0:00,Raven,Action,,5000,,1997
14651,4/27/12 0:00,The Raven,Thriller/Suspense,,16008272,Play,2012
14652,3/19/99 0:00,Ravenous,Horror,12000000,2062406,,1999
14653,6/6/86 0:00,Raw Deal,Action,,16209459,,1986
14654,5/28/10 0:00,Raw Faith,Documentary,,23667,,2010
14655,10/29/04 0:00,Ray,Drama,40000000,75305995,,2004
14656,2/11/11 0:00,Raymond Did It,Horror,,3632,,2011
14657,6/9/11 0:00,Le rayon vert,,,42606,,2011
14658,1/10/14 0:00,Raze,Action,,3453,,2014
14659,11/16/84 0:00,Razorback,Horror,,138643,,1984
14660,10/19/84 0:00,The Razor's Edge,Drama,,6600000,,1984
14661,10/18/85 0:00,Re-Animator,Horror,,2023000,,1985
14662,2/16/12 0:00,Re:Generation Music Project,Documentary,,0,,2012
14663,12/31/10 0:00,Reach for the Sky,,,0,,2010
14664,12/31/14 0:00,Reach Me,Drama,,0,,2014
14665,10/16/98 0:00,Reach the Rock,,,4960,,1998
14666,7/5/02 0:00,Read My Lips,Drama,,1359133,,2002
14667,12/10/08 0:00,The Reader,Drama,32500000,34194407,,2008
14668,12/31/10 0:00,"Ready, Set, Bag!",Documentary,,0,,2010
14669,4/7/00 0:00,Ready to Rumble,Comedy,24000000,12372410,,2000
14670,2/27/98 0:00,The Real Blonde,,,247745,,1998
14671,4/25/03 0:00,The Real Cancun,Documentary,4000000,3816594,,2003
14672,12/31/08 0:00,Real Dad,,,0,,2008
14673,1/20/06 0:00,The Real Dirt on Farmer John,,,34298,,2006
14674,8/7/85 0:00,Real Genius,Comedy,,12952019,,1985
14675,3/2/79 0:00,Real Life,Comedy,,0,,1979
14676,9/10/93 0:00,The Real McCoy,Thriller/Suspense,,6484246,,1993
14677,12/31/87 0:00,Real Men,Comedy,,873903,,1987
14678,10/7/11 0:00,Real Steel,Action,110000000,85463309,Play,2011
14679,10/18/02 0:00,Real Women Have Curves,Comedy,3000000,5853194,,2002
14680,6/1/01 0:00,A Real Young Girl,,,15712,,2001
14681,3/15/13 0:00,Reality,Comedy,,83736,,2013
14682,2/18/94 0:00,Reality Bites,Romantic Comedy,,20079850,,1994
14683,8/15/12 0:00,Reality of Love,,,0,,2012
14684,4/5/07 0:00,The Reaping,Horror,40000000,25126214,,2007
14685,9/1/54 0:00,Rear Window,Thriller/Suspense,,27559601,,1954
14686,1/17/14 0:00,Reasonable Doubt,Thriller/Suspense,,0,,2014
14687,1/1/40 0:00,Rebecca,Drama,1288000,6000000,,1940
14688,9/30/08 0:00,The Rebel,,,0,,2008
14689,3/1/13 0:00,Rebelle,Drama,,265273,,2013
14690,11/10/00 0:00,Rebels With a Cause,,,9753,,2000
14691,8/31/11 0:00,Rebirth,Documentary,,12358,,2011
14692,7/1/05 0:00,Rebound,Comedy,45000000,16809014,,2005
14693,2/7/12 0:00,The Rebound,Romantic Comedy,,0,,2012
14694,7/14/09 0:00,[Rec],Horror,2100000,0,,2009
14695,7/9/10 0:00,[Rec] 2,,,27766,,2010
14696,9/7/12 0:00,[Rec] 3: Genesis,Horror,,9600,,2012
14697,12/31/08 0:00,Recep Ivedik,Comedy,,0,,2008
14698,7/15/05 0:00,The Reception,Comedy,,18389,,2005
14699,2/16/01 0:00,Recess: School's Out,Comedy,10000000,36696761,,2001
14700,11/17/95 0:00,Reckless,Drama,,103351,,1995
14701,2/3/84 0:00,Reckless,Drama,,6731602,,1984
14702,3/5/04 0:00,The Reckoning,Drama,,256620,,2004
14703,12/31/11 0:00,Recoil,,,0,,2011
14704,9/10/04 0:00,Reconstruction,Drama,,73287,,2004
14705,8/19/08 0:00,Recount,Drama,,0,,2008
14706,1/31/03 0:00,The Recruit,Thriller/Suspense,,52784696,,2003
14707,8/8/08 0:00,Red,Thriller/Suspense,,4643,,2008
14708,10/15/10 0:00,Red,Action,60000000,90380162,Play,2010
14709,7/19/13 0:00,RED 2,Action,84000000,53262560,Play,2013
14710,3/19/10 0:00,The Red Baron,Drama,,40789,,2010
14711,9/19/03 0:00,Red Betsy,,,164520,,2003
14712,12/31/10 0:00,The Red Canvas,Action,,0,,2010
14713,1/10/03 0:00,Le Cercle rouge,Thriller/Suspense,,372229,,2003
14714,12/31/11 0:00,The Red Circle,Thriller/Suspense,,0,,2011
14715,11/20/09 0:00,Red Cliff,Action,40000000,627047,,2009
14716,12/31/12 0:00,Red Clover,,,0,,2012
14717,10/31/97 0:00,Red Corner,Thriller/Suspense,,22442815,,1997
14718,8/10/84 0:00,Red Dawn,Action,,38900000,,1984
14719,11/21/12 0:00,Red Dawn,Action,65000000,44806783,Play,2012
14720,12/31/11 0:00,Red Dog,,9100000,0,,2011
14721,9/8/06 0:00,Red Doors,Drama,,97848,,2006
14722,10/4/02 0:00,Red Dragon,Thriller/Suspense,78000000,92955420,,2002
14723,6/18/99 0:00,Red Dwarf,,,6499,,1999
14724,8/19/05 0:00,Red Eye,Thriller/Suspense,26000000,57891803,,2005
14725,2/22/13 0:00,Red Flag,Romantic Comedy,,4150,,2013
14726,12/31/32 0:00,Red-Haired Alibi,,,0,,1932
14727,6/17/88 0:00,Red Heat,Action,,34994648,,1988
14728,2/13/13 0:00,The Ren Hen and More Cooking Stories,Adventure,,0,,2013
14729,11/5/10 0:00,Red Hill,Thriller/Suspense,,21087,,2010
14730,12/31/09 0:00,Red Hook,,,0,,2009
14731,8/10/12 0:00,Red Hook Summer,Drama,,338803,,2012
14732,4/24/12 0:00,The Red House,,,0,,2012
14733,8/20/04 0:00,Red Lights,Drama,,672105,,2004
14734,7/13/12 0:00,Red Lights,Thriller/Suspense,,49521,,2012
14735,12/31/13 0:00,Red Line,Thriller/Suspense,,0,,2013
14736,12/11/98 0:00,Red Meat,,,0,,1998
14737,9/6/13 0:00,Red Obsession,Documentary,,9939,,2013
14738,11/10/00 0:00,Red Planet,Action,80000000,17480890,,2000
14739,3/11/11 0:00,Red Riding Hood,Thriller/Suspense,42000000,37662162,Play,2011
14740,2/5/10 0:00,The Red Riding Trilogy: 1974,Drama,9000000,148826,,2010
14741,2/5/10 0:00,The Red Riding Trilogy: 1980,Drama,,0,,2010
14742,2/5/10 0:00,The Red Riding Trilogy: 1983,Drama,,151644,,2010
14743,1/1/48 0:00,Red River,,3000000,9012000,,1948
14744,4/13/07 0:00,Red Road,Drama,,154892,,2007
14745,1/1/93 0:00,Red Rock West,,,2502551,,1993
14746,6/27/08 0:00,Red Roses and Petrol,Drama,,6000,,2008
14747,2/24/09 0:00,Red Sands,Horror,,0,,2009
14748,4/19/89 0:00,Red Scorpion,Action,,4192000,,1989
14749,10/22/48 0:00,The Red Shoes,Drama,,0,,1948
14750,6/28/85 0:00,Red Sonja,Action,17900000,6905861,,1985
14751,3/5/11 0:00,Red State,Horror,4000000,1065429,,2011
14752,1/20/12 0:00,Red Tails,Action,58000000,49876377,Play,2012
14753,3/5/04 0:00,Red Trousers - The Life of the Hong Kong Stuntmen,,,0,,2004
14754,6/11/99 0:00,Le Violon rouge,Drama,10000000,10019109,,1999
14755,10/4/13 0:00,Red Wing,Drama,,0,,2013
14756,11/16/07 0:00,Redacted,Drama,5000000,65388,,2007
14757,5/2/08 0:00,Redbelt,Action,,2344847,,2008
14758,12/31/12 0:00,Redd Inc.,,,0,,2012
14759,12/31/12 0:00,Redemption,,,0,,2012
14760,6/28/13 0:00,Redemption,Thriller/Suspense,,36686,Play,2013
14761,8/26/11 0:00,Redemption Road,Drama,2300000,29384,,2011
14762,6/3/11 0:00,Redi,Comedy,,934951,,2011
14763,4/13/07 0:00,Redline,Action,,6881021,,2007
14764,12/4/81 0:00,Reds,Drama,33500000,50000000,,1981
14765,4/18/14 0:00,Redwood Highway,Drama,,0,,2014
14766,3/23/10 0:00,The Reeds,Horror,,0,,2010
14767,10/30/12 0:00,The Reef 2: High Tide,,,0,,2012
14768,12/31/10 0:00,The Reef,Thriller/Suspense,10000000,0,,2010
14769,6/19/12 0:00,Reel Love,,,0,,2012
14770,8/19/05 0:00,Reel Paradise,Documentary,,31235,,2005
14771,5/7/04 0:00,Reeseville,Thriller/Suspense,,14496,,2004
14772,3/9/94 0:00,The Ref,Comedy,,11325885,,1994
14773,12/31/67 0:00,Reflections in a Golden Eye,,,0,,1967
14774,6/30/95 0:00,Reflections on a Crime,,,5000,,1995
14775,8/22/86 0:00,Reform School Girls,,,0,,1986
14776,3/28/14 0:00,Refuge,Drama,,1274,,2014
14777,12/31/12 0:00,Refuge from the Storm,Drama,,0,,2012
14778,9/10/10 0:00,Le Refuge,Drama,,34525,,2010
14779,7/14/00 0:00,Refugee,Drama,,590000,,2000
14780,4/11/08 0:00,Refusenik,Documentary,,39456,,2008
14781,7/10/91 0:00,Regarding Henry,Drama,,43001500,,1991
14782,8/14/98 0:00,Regeneration,,,19273,,1998
14783,12/31/12 0:00,ReGeneration,Documentary,,0,,2012
14784,6/4/08 0:00,Il regista di matrimoni,Drama,,0,,2008
14785,8/28/15 0:00,Regression,Thriller/Suspense,,0,,2015
14786,6/25/99 0:00,Regret to Inform,,,22627,,1999
14787,12/31/11 0:00,Reign of Assassins,Action,,0,,2011
14788,7/12/02 0:00,Reign of Fire,Action,60000000,43061982,,2002
14789,3/23/07 0:00,Reign Over Me,Drama,20000000,19661987,,2007
14790,6/30/06 0:00,Reinas,Comedy,,0,,2006
14791,3/15/13 0:00,Reincarnated,Documentary,,0,,2013
14792,2/25/00 0:00,Reindeer Games,Action,36000000,23360779,,2000
14793,6/17/94 0:00,La Reine Margot,Drama,,836162,,1994
14794,12/31/12 0:00,Reisen til julestjernen,Adventure,,0,,2012
14795,6/3/11 0:00,Rejoice and Shout,Documentary,,100237,,2011
14796,12/4/11 0:00,"Rejoice, Give Thanks, and Sing - 100th St. Olaf Christmas Festival Live",Concert/Performance,,0,,2011
14797,12/31/08 0:00,Rejsen til Saturn,Comedy,2700000,0,,2008
14798,11/14/06 0:00,Relative Strangers,Comedy,,0,,2006
14799,12/31/11 0:00,Die RelativitÃ_tstheorie der Liebe,Comedy,,0,,2011
14800,4/30/99 0:00,Relaxâ€_ It's Just Sex,,,452654,,1999
14801,8/29/89 0:00,Relentless,Thriller/Suspense,,6985999,,1989
14802,12/31/11 0:00,Relentless,Action,,0,,2011
14803,1/10/97 0:00,The Relic,Horror,60000000,33956608,,1997
14804,10/1/08 0:00,Religulous,Documentary,2500000,13011160,,2008
14805,4/26/13 0:00,The Reluctant Fundamentalist,Drama,,528731,,2013
14806,11/5/93 0:00,The Remains of the Day,Drama,15000000,22954968,,1993
14807,12/31/09 0:00,Remarkable Power,,,0,,2009
14808,3/23/01 0:00,Rembrant,,,12419,,2001
14809,3/12/10 0:00,Remember Me,Drama,16000000,19068240,Play,2010
14810,9/3/04 0:00,"Remember Me, My Love",Comedy,6700000,223878,,2004
14811,4/11/08 0:00,Remember the Daze,Comedy,,0,,2008
14812,10/18/10 0:00,Remember the Night,Drama,,0,,2010
14813,9/29/00 0:00,Remember the Titans,Drama,30000000,115654751,,2000
14814,9/30/14 0:00,"Remembering the Artist: Robert De Niro, Sr.",Documentary,,0,,2014
14815,12/31/13 0:00,Remnants,Action,,0,,2013
14816,10/11/85 0:00,Remo Williams: The Adventure Begins,Adventure,,14393902,,1985
14817,12/31/30 0:00,Remote Control,Comedy,,0,,1930
14818,1/3/12 0:00,Removal,,,0,,2012
14819,2/8/13 0:00,Ren zai jiong tu zhi tai jiong,Comedy,,0,,2013
14820,9/22/06 0:00,Renaissance,Action,,70644,,2006
14821,6/3/94 0:00,Renaissance Man,Comedy,40000000,24172899,,1994
14822,12/31/08 0:00,Le renard et l'enfant,Drama,,0,,2008
14823,10/19/07 0:00,Rendition,Thriller/Suspense,27500000,9736045,,2007
14824,6/2/89 0:00,Renegades,Action,,9015164,,1989
14825,2/23/07 0:00,Reno 911!: Miami,Comedy,10000000,20342161,,2007
14826,5/2/03 0:00,Reno: Rebel Without a Pause,,,0,,2003
14827,3/29/13 0:00,Renoir,Drama,,2291047,,2013
14828,11/23/05 0:00,Rent,Musical,40000000,29077547,,2005
14829,1/1/88 0:00,Rent-A-Cop,,,295000,,1988
14830,11/4/95 0:00,Rent-a-Kid,,,5000,,1995
14831,2/3/09 0:00,Rent: Filmed Live on Broadway,,,0,,2009
14832,4/4/13 0:00,Reonningmaen,Action,,0,,2013
14833,2/28/14 0:00,Repentance,Thriller/Suspense,,1189612,,2014
14834,2/6/98 0:00,The Replacement Killers,Action,30000000,19035741,,1998
14835,8/11/00 0:00,The Replacements,Comedy,50000000,44737059,,2000
14836,12/31/11 0:00,Replay,Drama,,0,,2011
14837,11/9/12 0:00,Repicas,Thriller/Suspense,,0,,2012
14838,3/2/84 0:00,Repo Man,Comedy,1500000,2300000,,1984
14839,11/7/08 0:00,Repo! The Genetic Opera,Musical,,140244,,2008
14840,3/19/10 0:00,Repo Men,Action,32000000,13942007,Play,2010
14841,5/16/08 0:00,Reprise,Drama,,554826,,2008
14842,1/19/14 0:00,The Republic of Rick,Comedy,,0,,2014
14843,9/19/97 0:00,Repulsion,,,5000,,1997
14844,10/20/06 0:00,Requiem,,,9600,,2006
14845,10/6/00 0:00,Requiem for a Dream,Drama,4500000,3635482,,2000
14846,11/6/12 0:00,Rescue 3D,,,0,,2012
14847,7/4/07 0:00,Rescue Dawn,Action,10000000,5490423,,2007
14848,1/1/93 0:00,Rescue Me,,,1000000,,1993
14849,8/5/88 0:00,The Rescue,Action,,5855392,,1988
14850,11/16/90 0:00,The Rescuers Down Under,Adventure,,27931461,,1990
14851,6/22/77 0:00,The Rescuers,Adventure,,48775599,,1977
14852,10/19/07 0:00,Reservation Road,Drama,,101440,,2007
14853,10/23/92 0:00,Reservoir Dogs,,1200000,2832029,,1992
14854,3/15/02 0:00,Resident Evil,Horror,35000000,40119709,,2002
14855,9/14/12 0:00,Resident Evil: Retribution,Action,,42345531,Play,2012
14856,12/31/15 0:00,Resident Evil 6,Action,,0,,2015
14857,9/10/10 0:00,Resident Evil: Afterlife 3D,Horror,57500000,60128566,Play,2010
14858,9/10/04 0:00,Resident Evil: Apocalypse,Horror,50000000,50740078,,2004
14859,12/27/08 0:00,Resident Evil: Degeneration,Action,,0,,2008
14860,9/21/07 0:00,Resident Evil: Extinction,Action,45000000,50648679,,2007
14861,12/31/10 0:00,The Resident,Drama,,0,,2010
14862,1/25/13 0:00,Resolution,Thriller/Suspense,,0,,2013
14863,7/7/09 0:00,Resolved,,,0,,2009
14864,12/31/10 0:00,Respire,Horror,,0,,2010
14865,5/23/03 0:00,Respiro,Drama,,1072534,,2003
14866,10/17/06 0:00,Rest Stop,Horror,,0,,2006
14867,10/7/08 0:00,Rest Stop: Don't Look Back,Horror,,0,,2008
14868,1/28/00 0:00,Restaurant,,,73613,,2000
14869,10/28/11 0:00,Restitution,Thriller/Suspense,,2664,,2011
14870,11/3/00 0:00,Restless,,,16659,,2000
14871,9/16/11 0:00,Restless,Drama,8000000,163753,,2011
14872,4/27/12 0:00,Restless City,Drama,,0,,2012
14873,12/31/06 0:00,"Restless, The (2006)",,,0,,2006
14874,11/21/08 0:00,The Restless,Drama,,5976,,2008
14875,12/29/95 0:00,Restoration,Drama,18000000,4100000,,1995
14876,6/25/10 0:00,Restrepo,Documentary,,1330894,,2010
14877,12/31/11 0:00,Resturlaub,,,0,,2011
14878,9/2/11 0:00,Resurrect Dead: The Mystery of the Toynbee Tiles,Documentary,,20726,,2011
14879,8/24/07 0:00,Resurrecting the Champ,Drama,13000000,3172382,,2007
14880,9/26/80 0:00,Resurrection,Drama,,3910019,,1980
14881,3/22/13 0:00,A Resurrection,Horror,,0,,2013
14882,12/31/10 0:00,The Resurrection,Drama,,0,,2010
14883,6/3/83 0:00,Le retour de Martin Guerre,Drama,,2522881,,1983
14884,10/21/11 0:00,Retreat,Thriller/Suspense,,0,,2011
14885,3/14/14 0:00,The Retrieval,Western,,11286,,2014
14886,12/31/07 0:00,Return,,,0,,2007
14887,2/10/12 0:00,Return,Drama,,16124,,2012
14888,12/31/89 0:00,The Return of Swamp Thing,Horror,,192816,,1989
14889,1/1/93 0:00,Return of the Living Dead 3,Horror,2000000,21000,,1993
14890,12/31/05 0:00,Return of the Living Dead 4: Necropolis,Horror,,0,,2005
14891,12/31/05 0:00,Retrun of the Living Dead 5: Rave to the Grave,Horror,,0,,2005
14892,1/15/88 0:00,Return of the Living Dead Part II,Horror,6200000,9205924,,1988
14893,8/16/85 0:00,The Return of the Living Dead,Horror,4000000,14237880,,1985
14894,3/17/09 0:00,Return of the Outlaws,,,0,,2009
14895,5/16/75 0:00,The Return of the Pink Panther,Comedy,,41833347,,1975
14896,1/1/90 0:00,The Return of Superfly,,,610402,,1990
14897,2/6/04 0:00,The Return,Drama,15000000,501752,,2004
14898,11/10/06 0:00,The Return,Thriller/Suspense,,7744785,,2006
14899,9/14/07 0:00,The Return,Comedy,,0,,2007
14900,1/1/87 0:00,Return to Horror High,,,1190000,,1987
14901,10/16/07 0:00,Return to House on Haunted Hill,Horror,,0,,2007
14902,4/7/00 0:00,Return to Me,Romantic Comedy,24000000,32662299,,2000
14903,3/19/13 0:00,Return To Nim's Island,Adventure,,0,,2013
14904,1/10/14 0:00,Return to Nuke 'Em High Volume 1,Black Comedy,,4790,,2014
14905,6/21/85 0:00,Return to Oz,Adventure,27000000,10618813,,1985
14906,8/14/98 0:00,Return to Paradise,Drama,,8352677,,1998
14907,5/5/61 0:00,Return to Peyton Place,,,9996178,,1961
14908,4/15/88 0:00,Return to Snowy River,Adventure,,13687027,,1988
14909,1/1/91 0:00,Return to the Blue Lagoon,Adventure,11000000,2000000,,1991
14910,12/31/11 0:00,Return to the Hiding Place,Drama,,0,,2011
14911,7/13/05 0:00,Return to the Land of Wonders,Documentary,5000,1338,,2005
14912,9/14/07 0:00,Return with Honor - Missionary,Drama,,102171,,2007
14913,2/14/14 0:00,The Returned,Horror,,0,,2014
14914,10/17/03 0:00,Returner,,,69886,,2003
14915,12/16/83 0:00,"Reuben, Reuben",,,0,,1983
14916,5/14/04 0:00,Reunion,Drama,,0,,2004
14917,3/6/09 0:00,Reunion,,,8030,,2009
14918,12/31/13 0:00,Reunion 108,Comedy,,0,,2013
14919,10/21/11 0:00,The Reunion,Action,,0,,2011
14920,3/16/12 0:00,Reuniting the Rubins,Comedy,,13569,,2012
14921,5/1/09 0:00,Revanche,Drama,,308040,,2009
14922,5/7/99 0:00,Revelation,,,179640,,1999
14923,7/12/13 0:00,Revelation Road 2,,,4871,,2013
14924,8/24/12 0:00,The Revenant,Black Comedy,,0,,2012
14925,2/16/90 0:00,Revenge,Thriller/Suspense,,15535771,,1990
14926,5/7/13 0:00,Revenge for Jolly!,Comedy,,0,,2013
14927,12/31/12 0:00,Revenge of Jolly!,,,0,,2012
14928,3/17/09 0:00,Revenge of the Boarding School Dropouts,,,0,,2009
14929,10/14/11 0:00,Revenge of the Electric Car,Documentary,,150886,,2011
14930,12/31/14 0:00,Revenge of the Green Dragons,Action,,0,,2014
14931,7/20/84 0:00,Revenge of the Nerds,Comedy,,40874452,,1984
14932,7/10/87 0:00,Revenge of the Nerds II: Nerds in Paradise,Comedy,,22642033,,1987
14933,9/7/83 0:00,Revenge of the Ninja,Action,,10325628,,1983
14934,7/21/78 0:00,Revenge of the Pink Panther,Comedy,,37337746,,1978
14935,10/17/90 0:00,Reversal of Fortune,Drama,,15445131,,1990
14936,10/5/12 0:00,The Revisionaries,Documentary,,22664,,2012
14937,12/25/85 0:00,Revolution,Drama,,346761,,1985
14938,12/31/13 0:00,Revolution,,,0,,2013
14939,11/15/02 0:00,Revolution#9,Thriller/Suspense,350000,9118,,2002
14940,10/24/03 0:00,The Revolution Will Not Be Televised,,,153859,,2003
14941,3/29/13 0:00,The Revolutionary Optimists,Documentary,,0,,2013
14942,12/26/08 0:00,Revolutionary Road,Drama,45000000,22911480,,2008
14943,12/31/70 0:00,The Revolutionary,,,0,,1970
14944,8/22/02 0:00,Revolutions O/S,,,3500,,2002
14945,12/7/07 0:00,Revolver,Thriller/Suspense,,84738,,2007
14946,1/14/14 0:00,Rewind This!,Documentary,,0,,2014
14947,12/31/54 0:00,Rhapsody,Romantic Comedy,,0,,1954
14948,6/22/84 0:00,Rhinestone,Comedy,,21400000,,1984
14949,3/5/97 0:00,Rhyme & Reason,Documentary,,1591687,,1997
14950,10/9/81 0:00,Rich and Famous,,,13000000,,1981
14951,5/3/91 0:00,Rich Girl,Drama,,368056,,1991
14952,3/5/93 0:00,Rich in Love,,,1978522,,1993
14953,8/17/79 0:00,Rich Kids,Drama,,53064,,1979
14954,9/13/96 0:00,The Rich Man's Wife,Thriller/Suspense,,8538318,,1996
14955,2/24/95 0:00,Rich Young and Pretty,Comedy,,0,,1995
14956,12/29/95 0:00,Richard III,Drama,9200000,2684904,,1995
14957,10/28/83 0:00,Richard Pryor Here and Now,Concert/Performance,,16156776,,1983
14958,3/12/82 0:00,Richard Pryor Live on the Sunset Strip,Concert/Performance,,34970309,,1982
14959,12/31/13 0:00,Richard: The Lionheart,Action,,0,,2013
14960,12/21/94 0:00,RiÂ¢hie RiÂ¢h,Comedy,40000000,38087756,,1994
14961,9/24/04 0:00,Rick,,,0,,2004
14962,12/16/09 0:00,Ricky,,,3457,,2009
14963,10/4/91 0:00,Ricochet,Thriller/Suspense,,21756163,,1991
14964,11/18/11 0:00,Rid of Me,Black Comedy,,11740,,2011
14965,9/6/13 0:00,Riddick,Action,38000000,42025135,Play,2013
14966,3/27/98 0:00,Ride,Comedy,,5485295,,1998
14967,10/8/00 0:00,Ride (2000),Documentary,,3176650,,2000
14968,1/17/14 0:00,Ride Along,Comedy,25000000,133756815,Play,2014
14969,1/15/16 0:00,Ride Along 2,Comedy,,0,,2016
14970,12/15/97 0:00,The Ride,Drama,,189635,,1997
14971,11/24/99 0:00,Ride With the Devil,Western,35000000,630779,,1999
14972,3/18/05 0:00,The Rider Named Death,Drama,,2438,,2005
14973,11/25/11 0:00,The Ridges,Horror,17300,0,,2011
14974,11/29/96 0:00,Ridicule,Drama,,2503829,,1996
14975,7/9/04 0:00,Riding Giants,Documentary,2600000,2276368,,2004
14976,10/19/01 0:00,Riding in Cars with Boys,Drama,47000000,29781453,,2001
14977,10/15/04 0:00,Riding the Bullet,Horror,,101107,,2004
14978,8/26/11 0:00,Rien a declarer,Comedy,,182295,,2011
14979,10/24/97 0:00,Rien na va plus,,,25696,,1997
14980,10/24/13 0:00,RiffTrax Live: Night of the Living Dead,,,0,,2013
14981,12/5/13 0:00,RiffTrax Live: Santa Claus Conquers The Martians,Comedy,,0,,2013
14982,8/15/13 0:00,RiffTrax Live: Starship Troopers,Comedy,,0,,2013
