,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,index,id,imdb_id,Rating,Title,Year,Unnamed: 0_y,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,binary,test,clean_test,domgross,intgross,budget_2013$,domgross_2013$,intgross_2013$,producer,writer,box_office,parental_rating,production_company,adjusted_box_office,Multiple genres,producer percentage,writer percentage,director percentage
535,535,535,535,535,535,1736,41746,3,Pinky,1949,,,Elia Kazan,,102,,,,,,Drama,,,,,,,,,English,USA,,,,7.2,,,PASS,ok,ok,,,,,,Darryl F. Zanuck,Cid Ricketts Sumner,,APPROVED,20th Century Fox Film Corporation,0,,,,
536,536,536,536,536,536,6358,41452,3,"Heiress, The",1949,,,William Wyler,,115,,,,,,Drama||Romance,,,,,,,,,English,USA,,,,8.3,,,PASS,ok,ok,,,,,,Lester Koenig,Ruth Goetz,,,,0,,,,
537,537,537,537,537,537,4008,41546,1,Kind Hearts and Coronets,1949,,,Robert Hamer,,106,,,,,,Comedy||Crime,,,,,,,,,English,UK,,,,8.1,,,FAIL,notalk,notalk,,,,,,Michael Balcon,Roy Horniman,,APPROVED,Ealing Studios,0,,,,
538,538,538,538,538,538,1986,41859,0,"Set-Up, The",1949,,,Robert Wise,,73,,,,,,Crime||Film-Noir||Sport,,,,,,,,,English,USA,,,,7.8,,,FAIL,nowomen,nowomen,,,,,,Richard Goldstone,Art Cohn,,,,0,,,,
539,539,539,539,539,539,7018,41498,2,I Was a Male War Bride,1949,,,Howard Hawks,,105,,,,,,Comedy||Romance||War,,,,,,,,,English,USA,,,,7.1,,,FAIL,men,men,,,,,,Sol C. Siegel,Charles Lederer,,APPROVED,Fox,0,,,,
540,540,540,540,540,540,2849,41628,2,"Man on the Eiffel Tower, The",1949,,,Burgess Meredith,,97,,,,,,Mystery||Thriller,,,,,,,,,English,USA,,,,5.8,,,FAIL,men,men,,,,,,Irving Allen,Harry Brown,,,,0,,,,
541,541,541,541,541,541,1841,40221,3,Caught,1949,,,Max Ophí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œ_ls,,88,,,,,,Drama||Film-Noir||Thriller,,,,,,,,,English,USA,,,,7.1,,,PASS,ok,ok,,,,,,Wolfgang Reinhardt,Arthur Laurents,,,MGM,0,,,,
542,542,542,542,542,542,608,43014,1,Sunset Blvd.,1950,,,Billy Wilder,,110,,,,,,Drama||Film-Noir,,,,,,,,,English,USA,,,,8.5,,,FAIL,notalk,notalk,,,,,,Charles Brackett,Charles Brackett,,,,0,,,,
543,543,543,543,543,543,6233,42994,3,Stage Fright,1950,,,Alfred Hitchcock,,110,,,,,,Film-Noir||Thriller,,,,,,,,,English,UK,,,,7.1,,,PASS,ok,ok,,,,,,Alfred Hitchcock,Whitfield Cook,,APPROVED,IMAX,0,,,,
544,544,544,544,544,544,5350,42369,1,D.O.A.,1950,,,Rudolph Matí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œ©,,83,,,,,,Drama||Film-Noir||Mystery||Thriller,,,,,,,,,English,USA,,,,7.4,,,FAIL,notalk,notalk,,,,,,Joseph H. Nadel,Russell Rouse,,APPROVED,Acme DVD Works,0,,,,
545,545,545,545,545,545,2099,42208,1,"Asphalt Jungle, The",1950,,,John Huston,,112,,,,,,Crime||Drama||Film-Noir||Thriller,,,,,,,,,English,USA,,,,7.9,,,FAIL,notalk,notalk,,,,,,Arthur Hornblow Jr.,Ben Maddow,,,,0,,,,
546,546,546,546,546,546,3295,41719,2,Orpheus,1950,,,Jean Cocteau,,95,,,,,,Fantasy||Drama||Romance,,,,,,,,,French,France,,,,8.1,,,FAIL,men,men,,,,,,Andrí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œ© Paulví€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œ©,Jean Cocteau,,UNRATED,Criterion Collection,0,,,,
547,547,547,547,547,547,5232,42792,3,No Way Out,1950,,,Joseph L. Mankiewicz,,106,,,,,,Crime||Drama||Film-Noir||Thriller,,,,,,,,,English,USA,,,,7.5,,,PASS,ok,ok,,,,,,Darryl F. Zanuck,Joseph L. Mankiewicz,,APPROVED,Fox,0,,,,
548,548,548,548,548,548,1057,42332,3,Cinderella,1950,,,Clyde Geronimi,,74,,,,,,Animation||Family||Fantasy||Musical||Romance,,,,,,,,,English,USA,,,,7.3,,,PASS,ok,ok,,,,,,Amy Bailey,Charles Perrault,,APPROVED,RKO Radio Pictures,0,,,,
549,549,549,549,549,549,4031,42469,1,"Flying Saucer, The",1950,,,Mikel Conrad,,69,,,,,,Thriller||Sci-Fi,,,,,,,,,English,USA,,,,3.8,,,FAIL,notalk,notalk,,,,,,Mikel Conrad,Mikel Conrad,,,,0,,,,
550,550,550,550,550,550,139,42192,3,All About Eve,1950,,,Joseph L. Mankiewicz,,138,,,,,,Drama,,,,,,,,,English,USA,,,,8.3,,,PASS,ok,ok,,,,,,Darryl F. Zanuck,Joseph L. Mankiewicz,,APPROVED,20th Century Fox,0,,,,
551,551,551,551,551,551,4521,43871,3,Odette,1950,,,Herbert Wilcox,,124,,,,,,Drama||History||War,,,,,,,,,English,UK,,,,7.1,,,PASS,ok,ok,,,,,,Herbert Wilcox,Jerrard Tickell,,,Franco London Films,0,,,,
552,552,552,552,552,552,1678,43012,3,Summer Stock,1950,,,Charles Walters,,108,,,,,,Musical||Romance,,,,,,,,,English,USA,,,,7.2,,,PASS,ok,ok,,,,,,Joe Pasternak,George Wells,,APPROVED,MGM,0,,,,
553,553,553,553,553,553,4417,42593,2,In a Lonely Place,1950,,,Nicholas Ray,,94,,,,,,Drama||Film-Noir||Mystery||Romance||Thriller,,,,,,,,,English,USA,,,,8,,,FAIL,men,men,,,,,,Henry S. Kesler,Andrew Solt,,APPROVED,Columbia Pictures,0,,,,
554,554,554,554,554,554,7144,42958,3,Scandal,1950,,,Akira Kurosawa,,104,,,,,,Drama,,,,,,,,,Japanese,Japan,,,,7.4,,,PASS,ok,ok,,,,,,Takashi Koide,Ryí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆ_zí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«_ Kikushima,,APPROVED,"Shochiku Company, Ltd.",0,,,,
555,555,555,555,555,555,2596,42546,2,Harvey,1950,,,Henry Koster,,104,,,,,,Comedy||Drama||Fantasy,,,,,,,,,English,USA,,,,8,,,FAIL,men,men,,,,,,John Beck,Mary Chase,,NOT RATED,MCA Universal Home Video,0,,,,
556,556,556,556,556,556,1402,42876,0,Rashomon,1950,,,Akira Kurosawa,,88,,,,,,Crime||Drama||Mystery,,,,,,,,,Japanese,Japan,,,,8.3,,,FAIL,nowomen,nowomen,,,,,,Minoru Jingo,Ryí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆ_nosuke Akutagawa,,UNRATED,,0,,,,
557,557,557,557,557,557,3990,42276,3,Born Yesterday,1950,,,George Cukor,,103,,,,,,Comedy||Drama||Romance,,,,,,,,,English,USA,,,,7.6,,,PASS,ok,ok,,,,,,S. Sylvan Simon,Garson Kanin,,APPROVED,Columbia Pictures,0,,,,
558,558,558,558,558,558,1207,43274,3,Alice in Wonderland,1951,,,Clyde Geronimi,,75,,,,,,Animation||Adventure||Family||Fantasy||Musical,,,,,,,,,English,USA,,,,7.4,,,PASS,ok,ok,,,,,,Walt Disney,Lewis Carroll,,G,Film Chest,0,,,,
559,559,559,559,559,559,1916,43456,3,"Day the Earth Stood Still, The",1951,,,Robert Wise,,92,,,,,,Drama||Sci-Fi,,,,,,,,,English,USA,,,,7.8,,,PASS,ok,ok,,,,,,Julian Blaustein,Edmund H. North,,,,0,,,,
560,560,560,560,560,560,4510,44100,3,Take Care of My Little Girl,1951,,,Jean Negulesco,,93,,,,,,Drama,,,,,,,,,English,USA,,,,6.6,,,PASS,ok,ok,,,,,,Julian Blaustein,Julius J. Epstein,,,20th Century Fox Film Corporation,0,,,,
561,561,561,561,561,561,1417,44079,2,Strangers on a Train,1951,,,Alfred Hitchcock,,101,,,,,,Crime||Film-Noir||Thriller,,,,,,,,,English,USA,,,,8,,,FAIL,men,men,,,,,,Alfred Hitchcock,Raymond Chandler,,PG,Warner Home Video,0,,,,
562,562,562,562,562,562,871,43338,2,Ace In The Hole,1951,,,Billy Wilder,,111,,,,,,Drama||Film-Noir,,,,,,,,,English,USA,,,,8.2,,,FAIL,men,men,,,,,,William Schorr,Billy Wilder,,NOT RATED,Paramount Pictures,0,,,,
563,563,563,563,563,563,3389,43278,1,An American in Paris,1951,,,Vincente Minnelli,,113,,,,,,Drama||Musical||Romance,,,,,,,,,English,USA,,,,7.2,,,FAIL,notalk,notalk,,,,,,Arthur Freed,Alan Jay Lerner,,PASSED,MGM,0,,,,
564,564,564,564,564,564,5739,43390,3,Cause for Alarm!,1951,,,Tay Garnett,,74,,,,,,Crime||Drama||Film-Noir||Thriller,,,,,,,,,English,USA,,,,6.5,,,PASS,ok,ok,,,,,,Tom Lewis,Mel Dinelli,,NOT RATED,MGM,0,,,,
565,565,565,565,565,565,1491,43265,0,"African Queen, The",1951,,,John Huston,,105,,,,,,Adventure||Drama||Romance||War,,,,,,,,,English,USA,,,,7.9,,,FAIL,nowomen,nowomen,,,,,,Sam Spiegel,C.S. Forester,,,,0,,,,
566,566,566,566,566,566,2977,44030,3,Show Boat,1951,4257,Color,George Sidney,14,108,24,244,Ava Gardner,960,,Drama||Family||Musical||Romance,Agnes Moorehead,3538,2329,Howard Keel,3,|gambling||interracial marriage||love||miscegenation||showboat|,http://www.imdb.com/title/tt0044030/?ref_=fn_tt_tt_1,46,English,USA,Approved,2295429,715,7,1.33,438,PASS,ok,ok,,,,,,Ben Feiner Jr.,John Lee Mahin,,APPROVED,MGM Home Entertainment,0,,,,
567,567,567,567,567,567,2989,42619,1,Diary of a Country Priest,1951,,,Robert Bresson,,115,,,,,,Drama,,,,,,,,,French,France,,,,8,,,FAIL,notalk,notalk,,,,,,,Georges Bernanos,,APPROVED,Rialto Pictures,0,,,,
568,568,568,568,568,568,3222,43313,3,Early Summer,1951,,,Yasujirí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«_ Ozu,,125,,,,,,Drama,,,,,,,,,Japanese,Japan,,,,8.3,,,PASS,ok,ok,,,,,,Takeshi Yamamoto,Kí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«_go Noda,,,,0,,,,
569,569,569,569,569,569,7435,44092,3,Surcos,1951,,,Josí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œ© Antonio Nieves Conde,,104,,,,,,Drama,,,,,,,,,Spanish,Spain,,,,7.8,,,PASS,ok,ok,,,,,,,Eugenio Montes,,,Chamartí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ‰í€Œ‰í‰Œ«_n,0,,,,
570,570,570,570,570,570,5092,43949,3,Quo Vadis,1951,3410,Color,Mervyn LeRoy,54,171,54,346,Deborah Kerr,440,,Biography||Drama||History||Romance,Peter Ustinov,9808,1373,Robert Taylor,0,|christian||emperor||general||hostage||nero|,http://www.imdb.com/title/tt0043949/?ref_=fn_tt_tt_1,90,English,USA,Passed,7623000,426,7.2,1.37,1000,PASS,ok,ok,,,,,,Sam Zimbalist,John Lee Mahin,,APPROVED,MGM Home Entertainment,0,,,,
571,571,571,571,571,571,3293,44121,1,"Thing from Another World, The",1951,,,Christian Nyby,,87,,,,,,Horror||Sci-Fi,,,,,,,,,English,USA,,,,7.3,,,FAIL,notalk,notalk,,,,,,Howard Hawks,Charles Lederer,,,,0,,,,
572,572,572,572,572,572,2930,44081,3,A Streetcar Named Desire,1951,4389, Black and White,Elia Kazan,94,122,603,114,Karl Malden,10000,,Drama,Marlon Brando,78454,10570,Kim Hunter,0,|brother in law sister in law relationship||expectant father||histrionic personality disorder||middle aged woman||off screen rape|,http://www.imdb.com/title/tt0044081/?ref_=fn_tt_tt_1,233,English,USA,PG,1800000,416,8,1.37,5000,PASS,ok,ok,,,,,,Charles K. Feldman,Tennessee Williams,,PG,Warner Bros. Pictures,0,,,,
573,573,573,573,573,573,7157,43614,3,"Idiot, The",1951,,,Akira Kurosawa,,166,,,,,,Drama||Romance,,,,,,,,,Japanese,Japan,,,,7.4,,,PASS,ok,ok,,,,,,Takashi Koide,Fyodor Dostoevsky,,,,0,,,,
574,574,574,574,574,574,6498,44205,3,Westward the Women,1951,,,William A. Wellman,,118,,,,,,Western||Drama,,,,,,,,,English,USA,,,,7.6,,,PASS,ok,ok,,,,,,Dore Schary,Charles Schnee,,NOT RATED,MGM,0,,,,
575,575,575,575,575,575,3825,43332,3,Bellissima,1951,,,Luchino Visconti,,115,,,,,,Comedy||Drama,,,,,,,,,Italian,Italy,,,,7.9,,,PASS,ok,ok,,,,,,Salvo D'Angelo,Cesare Zavattini,,,I.F.E. Releasing Corporation,0,,,,
576,576,576,576,576,576,1243,43769,2,"Magic Box, The",1952,,,John Boulting,,118,,,,,,Biography||Drama,,,,,,,,,English,UK,,,,7.1,,,FAIL,men,men,,,,,,Ronald Neame,Ray Allister,,,,0,,,,
577,577,577,577,577,577,6917,44837,1,Limelight,1952,,,Charles Chaplin,,137,,,,,,Drama||Music||Romance,,,,,,,,,English,USA,,,,8.1,,,FAIL,notalk,notalk,,,,,,Charles Chaplin,Charles Chaplin,,APPROVED,Criterion Collection,0,,,,
578,578,578,578,578,578,6941,45162,1,"Snows of Kilimanjaro, The",1952,,,Henry King,,114,,,,,,Adventure||Drama||Romance||War,,,,,,,,,English,USA,,,,6.2,,,FAIL,notalk,notalk,,,,,,Darryl F. Zanuck,Casey Robinson,,,,0,,,,
579,579,579,579,579,579,612,45152,3,Singin&#39; in the Rain,1952,4216,Color,Stanley Donen,169,103,134,390,Debbie Reynolds,804,,Comedy||Musical||Romance,Rita Moreno,150020,2510,Cyd Charisse,0,|actress||chorus girl||fan||friend||love|,http://www.imdb.com/title/tt0045152/?ref_=fn_tt_tt_1,568,English,USA,Approved,2540800,786,8.3,1.37,0,PASS,ok,ok,,,,,,Arthur Freed,Betty Comden,,APPROVED,MGM,0,,,,
580,580,580,580,580,580,2737,45061,1,"Quiet Man, The",1952,,,John Ford,,129,,,,,,Comedy||Drama||Romance,,,,,,,,,English,USA,,,,7.9,,,FAIL,notalk,notalk,,,,,,Merian C. Cooper,Frank S. Nugent,,,,0,,,,
581,581,581,581,581,581,7162,44741,1,Ikiru,1952,,,Akira Kurosawa,,143,,,,,,Drama,,,,,,,,,Japanese,Japan,,,,8.3,,,FAIL,notalk,notalk,,,,,,Sí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«_jirí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«_ Motoki,Akira Kurosawa,,NOT RATED,Cowboy Pictures,0,,,,
582,582,582,582,582,582,2704,44706,2,High Noon,1952,4703, Black and White,Fred Zinnemann,153,85,160,433,Lloyd Bridges,998,,Drama||Thriller||Western,Gary Cooper,80193,2496,Lon Chaney Jr.,0,|appeasement||frontier justice||justice||one against many||street shootout|,http://www.imdb.com/title/tt0044706/?ref_=fn_tt_tt_1,333,English,USA,PG,750000,575,8,1.37,3000,FAIL,men,men,,,,,,Carl Foreman,Carl Foreman,,PG,United Artists,0,,,,
583,583,583,583,583,583,5972,43686,3,Forbidden Games,1952,,,Rení€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œ© Clí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œ©ment,,86,,,,,,Drama||War,,,,,,,,,French,France,,,,8,,,PASS,ok,ok,,,,,,Robert Dorfmann,Jean Aurenche,"$4,308",NOT RATED,Times Film Corporation,490.0561048,,,,
584,584,584,584,584,584,1465,44419,0,"Big Sky, The",1952,,,Howard Hawks,,140,,,,,,Drama||Western,,,,,,,,,English,USA,,,,7.1,,,FAIL,nowomen,nowomen,,,,,,Howard Hawks,Dudley Nichols,,,,0,,,,
585,585,585,585,585,585,3403,44502,3,Clash by Night,1952,,,Fritz Lang,,105,,,,,,Drama||Film-Noir||Romance,,,,,,,,,English,USA,,,,7.2,,,PASS,ok,ok,,,,,,Harriet Parsons,Alfred Hayes,,APPROVED,WARNER BROTHERS PICTURES,0,,,,
586,586,586,586,586,586,1689,44855,3,Lovely to Look at,1952,,,Mervyn LeRoy,,103,,,,,,Comedy||Musical||Romance,,,,,,,,,English,USA,,,,6.3,,,PASS,ok,ok,,,,,,Jack Cummings,George Wells,,APPROVED,MGM,0,,,,
587,587,587,587,587,587,7323,44391,2,"Bad and the Beautiful, The",1952,,,Vincente Minnelli,,118,,,,,,Drama||Romance,,,,,,,,,English,USA,,,,7.9,,,FAIL,men,men,,,,,,John Houseman,Charles Schnee,,,,0,,,,
588,588,588,588,588,588,2375,46534,1,"War of the Worlds, The",1953,,,Byron Haskin,,85,,,,,,Action||Sci-Fi||Thriller,,,,,,,,,English,USA,,,,7.1,,,FAIL,notalk,notalk,,,,,,Frank Freeman Jr.,H.G. Wells,,,,0,,,,
589,589,589,589,589,589,1692,45537,1,"Band Wagon, The",1953,,,Vincente Minnelli,,112,,,,,,Comedy||Musical||Romance,,,,,,,,,English,USA,,,,7.6,,,FAIL,notalk,notalk,,,,,,Roger Edens,Betty Comden,,,,0,,,,
590,590,590,590,590,590,3125,46269,3,Salome,1953,,,William Dieterle,,103,,,,,,Drama||History,,,,,,,,,English,USA,,,,5.9,,,PASS,ok,ok,,,,,,Buddy Adler,Harry Kleiner,,APPROVED,The Beckworth Corporation,0,,,,
591,591,591,591,591,591,7693,47677,1,"Wild One, The",1953,,,Laslo Benedek,,79,,,,,,Drama,,,,,,,,,English,USA,,,,6.9,,,FAIL,notalk,notalk,,,,,,Stanley Kramer,John Paxton,,,,0,,,,
592,592,592,592,592,592,4616,45897,1,I Confess,1953,,,Alfred Hitchcock,,95,,,,,,Crime||Drama||Thriller,,,,,,,,,English,USA,,,,7.3,,,FAIL,notalk,notalk,,,,,,Sidney Bernstein,George Tabori,,NOT RATED,WARNER BROTHERS PICTURES,0,,,,
593,593,593,593,593,593,5366,45758,0,Fear and Desire,1953,,,Stanley Kubrick,,62,,,,,,Drama||Thriller||War,,,,,,,,,English,USA,,,,5.6,,,FAIL,nowomen,nowomen,,,,,,Stanley Kubrick,Howard Sackler,,NOT RATED,Joseph Burstyn Incorporated,0,,,,
594,594,594,594,594,594,5736,46187,3,Pickup on South Street,1953,,,Samuel Fuller,,80,,,,,,Crime||Film-Noir||Thriller,,,,,,,,,English,USA,,,,7.8,,,PASS,ok,ok,,,,,,Jules Schermer,Samuel Fuller,,APPROVED,Twentieth Century Fox,0,,,,
595,595,595,595,595,595,3958,46066,1,Mesa of Lost Women,1953,,,Ron Ormond,,70,,,,,,Horror||Sci-Fi,,,,,,,,,English,USA,,,,2.5,,,FAIL,notalk,notalk,,,,,,Melvin Gordon,Herbert Tevos,,APPROVED,Howco Productions Inc.,0,,,,
596,596,596,596,596,596,5998,46345,3,Summer with Monika,1953,,,Ingmar Bergman,,96,,,,,,Drama||Romance,,,,,,,,,Swedish,Sweden,,,,7.6,,,PASS,ok,ok,,,,,,Allan Ekelund,Ingmar Bergman,,R,Svensk Filmindustri,0,,,,
597,597,597,597,597,597,2547,45810,3,Gentlemen Prefer Blondes,1953,,,Howard Hawks,,91,,,,,,Comedy||Musical||Romance,,,,,,,,,English,USA,,,,7.2,,,PASS,ok,ok,,,,,,Sol C. Siegel,Charles Lederer,,NOT RATED,20th Century Fox,0,,,,
598,598,598,598,598,598,1883,46359,0,Stalag 17,1953,,,Billy Wilder,,120,,,,,,Drama||War,,,,,,,,,English,USA,,,,8,,,FAIL,nowomen,nowomen,,,,,,William Schorr,Billy Wilder,,NOT RATED,Paramount Home Video,0,,,,
599,599,599,599,599,599,1630,46438,3,Tokyo Story,1953,,,Yasujirí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«_ Ozu,,136,,,,,,Drama,,,,,,,,,Japanese,Japan,,,,8.2,,,PASS,ok,ok,,,,,,Takeshi Yamamoto,Kí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«_go Noda,,NOT RATED,BFI Production,0,,,,
600,600,600,600,600,600,3124,46076,3,Miss Sadie Thompson,1953,,,Curtis Bernhardt,,91,,,,,,Drama||Musical||Romance,,,,,,,,,English,USA,,,,6,,,PASS,ok,ok,,,,,,Jerry Wald,Harry Kleiner,,APPROVED,,0,,,,
601,601,601,601,601,601,2427,45591,3,Calamity Jane,1953,,,David Butler,,101,,,,,,Comedy||Musical||Romance||Western,,,,,,,,,English,USA,,,,7.3,,,PASS,ok,ok,,,,,,William Jacobs,James O'Hanlon,,APPROVED,WARNER BROTHERS PICTURES,0,,,,
602,602,602,602,602,602,5973,46478,2,Ugetsu,1953,,,Kenji Mizoguchi,,96,,,,,,Drama||Fantasy||War,,,,,,,,,Japanese,Japan,,,,8.2,,,FAIL,men,men,,,,,,Masaichi Nagata,Matsutarí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«_ Kawaguchi,"$6,154",APPROVED,Edward Harrison,705.3310268,,,,
603,603,603,603,603,603,1444,46268,1,Le Salaire de la Peur,1953,,,Henri-Georges Clouzot,,131,,,,,,Adventure||Drama||Thriller,,,,,,,,,French,France,,,,8.2,,,FAIL,notalk,notalk,,,,,,Raymond Borderie,Georges Arnaud,,,,0,,,,
604,604,604,604,604,604,1118,46183,3,Peter Pan,1953,,,Clyde Geronimi,,77,,,,,,Animation||Adventure||Family||Fantasy||Musical,,,,,,,,,English,USA,,,,7.3,,,PASS,ok,ok,,,,,,Walt Disney,J.M. Barrie,,APPROVED,Walt Disney,0,,,,
605,605,605,605,605,605,2553,45659,3,"Cruel Sea, The",1953,,,Charles Frend,,126,,,,,,Drama||War,,,,,,,,,English,UK,,,,7.7,,,PASS,ok,ok,,,,,,Michael Balcon,Nicholas Monsarrat,,,,0,,,,
606,606,606,606,606,606,3303,46303,1,Shane,1953,,,George Stevens,,118,,,,,,Drama||Western,,,,,,,,,English,USA,,,,7.7,,,FAIL,notalk,notalk,,,,,,Ivan Moffat,A.B. Guthrie Jr,,APPROVED,Paramount Home Video,0,,,,
